,ON_DAY,SUM_VALUES,MAX(AGE1_SEX0),MAX(AGE2_SEX0),MAX(AGE3_SEX0),MAX(AGE1_SEX1),MAX(AGE2_SEX1),MAX(AGE3_SEX1),Class
279,256,152,7,88,6,7,42,2,0
281,80,144,3,91,5,3,39,3,0
282,91,115,11,55,2,6,37,4,0
283,144,153,4,97,5,2,42,3,0
285,191,148,11,67,2,14,48,6,0
286,271,156,3,81,11,3,52,6,0
291,94,153,1,87,4,4,54,3,0
292,149,132,1,70,6,8,41,6,0
294,320,152,6,93,3,11,38,1,0
295,25,148,6,81,7,5,48,1,0
298,248,156,6,88,4,4,46,8,0
299,273,151,6,74,3,9,50,9,0
302,165,154,9,87,3,10,43,2,0
304,249,143,8,86,5,1,38,5,0
307,36,114,9,47,4,8,43,3,0
308,47,151,4,92,4,4,43,4,0
309,203,152,12,66,3,14,55,2,0
310,305,135,7,80,4,3,36,5,0
312,26,148,11,80,6,11,37,3,0
313,13,130,8,70,5,7,36,4,0
315,81,152,5,82,6,4,50,5,0
316,106,152,8,73,1,10,54,6,0
317,142,137,6,78,5,6,38,4,0
318,135,153,6,84,7,8,46,2,0
320,173,154,8,88,5,7,42,4,0
323,302,96,7,43,2,7,34,3,0
324,330,102,2,57,2,5,34,2,0
328,326,145,5,92,4,2,35,7,0
332,276,145,2,91,5,4,39,4,0
333,304,140,6,67,5,7,48,7,0
334,354,139,6,89,5,4,32,3,0
335,90,150,4,98,10,5,31,2,0
336,148,159,17,78,5,5,47,7,0
339,251,147,3,87,4,5,45,3,0
341,87,146,5,88,4,4,41,4,0
346,47,156,2,96,5,2,46,5,0
347,33,140,2,94,3,5,33,3,0
348,60,143,5,87,4,3,42,2,0
350,314,154,5,85,5,8,48,3,0
351,30,128,1,88,3,4,29,3,0
353,268,154,4,92,5,5,44,4,0
354,269,152,4,91,6,5,42,4,0
356,79,138,5,85,8,5,33,2,0
357,87,144,5,91,3,5,39,1,0
360,266,147,6,75,5,11,44,6,0
361,95,146,5,81,6,2,49,2,0
363,323,98,6,48,4,4,33,3,0
364,347,141,1,92,6,1,39,2,0
365,42,107,3,65,1,2,35,1,0
366,40,140,1,90,6,1,37,5,0
367,88,148,2,94,2,1,47,2,0
371,322,123,6,65,3,5,42,2,0
373,83,152,8,85,3,9,43,4,0
375,116,151,5,93,4,1,43,5,0
376,107,155,4,96,4,7,40,4,0
377,121,134,8,65,1,7,47,6,0
380,248,144,5,69,3,9,48,10,0
381,262,150,3,77,6,5,57,2,0
383,355,152,1,93,6,9,41,2,0
384,351,120,6,67,2,5,37,3,0
385,24,153,3,104,5,2,37,2,0
387,262,157,2,96,4,4,48,3,0
389,132,155,3,98,8,2,39,5,0
392,267,144,8,74,3,7,47,5,0
393,342,150,2,91,4,7,41,5,0
395,84,147,13,66,8,13,41,6,0
397,187,154,9,71,6,5,59,4,0
402,29,105,5,59,4,4,31,2,0
403,66,157,7,95,6,7,39,3,0
404,88,143,5,79,6,7,44,2,0
405,71,142,4,77,4,7,43,7,0
406,29,111,4,60,1,5,39,2,0
407,100,125,3,71,6,4,36,5,0
409,244,147,11,71,3,16,41,5,0
410,270,149,3,87,5,4,47,3,0
412,46,142,4,81,5,3,45,4,0
414,221,140,3,68,4,13,45,7,0
415,295,138,5,78,4,4,43,4,0
416,50,109,1,66,4,4,29,5,0
418,22,126,6,63,2,7,44,4,0
420,96,146,5,93,4,6,35,3,0
421,216,135,6,66,4,7,48,4,0
422,321,151,2,85,2,4,53,4,0
425,108,147,5,83,4,2,50,3,0
426,233,161,13,77,6,10,50,5,0
427,112,149,8,75,3,7,46,10,0
429,123,145,10,67,4,6,54,4,0
432,109,147,2,91,1,4,46,3,0
433,115,155,3,90,3,11,44,4,0
435,283,151,5,94,5,2,40,5,0
437,64,99,1,59,2,4,32,1,0
438,78,139,8,83,2,7,33,6,0
443,23,129,3,74,5,6,38,3,0
444,112,147,6,78,2,7,49,5,0
445,136,157,5,87,5,4,51,5,0
448,334,150,5,82,5,11,43,4,0
451,143,155,4,87,5,7,48,4,0
456,51,142,8,81,1,3,45,4,0
457,99,120,6,64,4,10,33,3,0
458,116,159,6,86,6,9,50,2,0
460,289,160,4,106,4,2,43,1,0
464,151,148,3,75,7,9,50,4,0
465,283,154,3,89,4,5,49,4,0
466,359,94,6,44,4,8,28,4,0
468,284,150,2,89,6,4,48,1,0
469,317,130,2,86,4,3,33,2,0
472,14,124,10,53,6,12,39,4,0
473,200,157,8,74,4,16,51,4,0
476,292,157,3,87,4,9,46,8,0
477,59,146,2,92,8,2,38,4,0
479,148,136,7,74,5,7,41,2,0
480,263,152,3,107,2,3,35,2,0
481,272,118,6,55,5,7,41,4,0
482,292,158,3,112,3,2,37,1,0
484,59,159,4,101,3,1,49,1,0
485,74,155,6,103,7,4,34,1,0
487,53,149,6,73,7,9,47,7,0
489,163,141,10,69,4,5,46,7,0
492,269,154,4,82,9,3,49,7,0
493,286,156,2,93,5,3,48,5,0
494,290,149,5,85,8,4,42,5,0
496,313,136,4,96,3,5,27,1,0
499,172,125,3,67,5,6,40,4,0
503,103,148,7,90,4,7,37,3,0
504,163,156,8,68,6,8,62,4,0
505,167,161,5,94,3,11,45,3,0
510,271,158,8,91,7,3,46,3,0
512,327,152,4,98,4,6,39,1,0
514,48,126,7,62,5,9,40,3,0
516,71,131,7,69,4,1,47,3,0
518,243,140,12,68,1,13,40,6,0
520,102,149,1,90,6,7,43,2,0
521,261,156,3,101,6,3,41,2,0
522,297,157,4,84,6,4,58,1,0
526,141,144,9,73,4,8,45,5,0
529,16,119,8,68,5,4,32,2,0
530,21,125,6,68,2,11,34,4,0
535,310,118,6,54,4,8,45,1,0
538,345,135,3,87,6,4,34,1,0
540,348,144,7,91,2,4,37,3,0
543,357,112,7,60,4,5,34,2,0
544,30,115,3,73,4,4,28,3,0
545,237,153,9,68,3,12,59,2,0
551,37,144,10,77,5,8,38,6,0
552,33,138,7,84,6,5,33,3,0
554,157,151,1,104,3,5,34,4,0
557,293,121,5,52,5,9,45,5,0
558,352,116,2,67,3,3,38,3,0
560,118,152,6,83,3,9,42,9,0
561,158,154,4,83,6,7,48,6,0
565,192,157,9,87,4,9,44,4,0
568,363,123,8,54,4,9,42,6,0
571,95,151,5,96,5,7,35,3,0
572,145,158,6,95,5,5,41,6,0
574,140,148,9,72,3,3,56,5,0
575,180,159,6,88,9,8,40,8,0
577,316,142,2,83,6,6,43,2,0
578,31,129,4,80,2,8,31,4,0
579,83,104,8,47,4,6,36,3,0
581,101,151,5,90,1,5,47,3,0
583,191,152,11,57,3,18,58,5,0
585,276,148,1,87,8,5,42,5,0
587,308,131,6,69,2,7,42,5,0
592,278,153,4,100,3,3,38,5,0
593,312,124,4,75,4,6,32,3,0
594,50,132,9,72,2,5,41,3,0
595,38,160,8,100,3,6,41,2,0
596,103,154,8,95,5,10,33,3,0
601,72,119,3,72,4,1,36,3,0
602,149,155,10,87,2,7,46,3,0
603,267,135,3,75,5,3,43,6,0
605,28,92,3,49,3,5,29,3,0
606,46,152,5,92,8,6,40,1,0
611,131,139,3,88,3,9,33,3,0
614,109,156,5,106,6,2,34,3,0
617,275,125,9,68,3,6,35,4,0
619,323,129,4,67,4,6,46,2,0
623,291,155,5,98,2,3,43,4,0
626,22,100,1,63,2,2,31,1,0
627,45,154,1,90,5,7,49,2,0
628,108,156,6,91,6,6,45,2,0
632,205,152,11,67,3,18,51,2,0
633,250,152,11,69,7,5,56,4,0
634,315,136,12,65,4,6,42,7,0
637,240,153,10,76,6,10,43,8,0
638,246,155,10,71,3,16,49,6,0
639,251,149,4,75,4,9,48,9,0
642,66,141,6,88,3,7,35,2,0
643,255,147,3,96,3,5,37,3,0
644,330,141,7,85,5,4,36,4,0
645,82,157,7,77,8,13,45,7,0
647,174,146,10,71,2,12,44,7,0
650,230,145,9,76,4,12,41,3,0
652,340,139,4,89,3,3,39,1,0
654,306,151,6,87,5,6,40,7,0
656,58,163,1,97,8,6,47,4,0
660,110,158,5,95,8,1,43,6,0
661,155,134,11,70,3,11,34,5,0
664,84,97,4,61,1,2,27,2,0
665,43,115,6,47,4,12,44,2,0
666,42,122,10,65,4,3,38,2,0
667,97,152,8,82,3,8,44,7,0
670,259,143,8,72,4,7,44,8,0
675,193,162,9,87,4,8,48,6,0
682,172,155,7,88,8,7,39,6,0
684,252,157,9,78,4,5,55,6,0
687,80,146,8,79,4,10,38,7,0
691,170,145,4,83,8,5,39,6,0
694,194,158,5,89,9,8,45,2,0
698,31,130,7,68,6,11,37,1,0
699,160,157,5,86,7,4,50,5,0
700,60,135,1,88,2,4,37,3,0
702,154,149,11,68,8,10,46,6,0
703,247,132,6,75,4,2,41,4,0
706,152,151,6,74,7,6,52,6,0
710,316,151,3,86,6,8,45,3,0
711,50,134,11,80,2,3,37,1,0
712,285,156,5,100,7,3,38,3,0
715,72,143,2,97,3,2,36,3,0
1,71,125,12,62,4,7,36,4,0
3,105,143,11,74,8,7,40,3,0
8,20,109,4,59,6,7,30,3,0
9,81,148,6,89,4,8,38,3,0
12,16,136,6,84,6,2,34,4,0
15,99,127,4,62,4,8,47,2,0
18,85,144,7,85,4,6,40,2,0
23,64,151,2,89,4,6,43,7,0
39,52,146,8,77,6,7,44,4,0
45,79,151,7,77,6,6,50,5,0
46,154,113,7,50,4,6,43,3,0
51,77,150,3,98,4,2,38,5,0
52,87,146,9,73,4,12,45,3,0
53,16,133,1,90,6,6,24,6,0
58,61,96,2,49,4,7,32,2,0
64,40,108,9,61,3,5,28,2,0
65,100,156,4,101,3,7,38,3,0
72,14,152,6,87,2,7,46,4,0
75,47,115,1,70,3,2,35,4,0
85,37,150,4,93,6,3,39,5,0
86,85,150,6,88,4,5,43,4,0
87,148,150,12,78,2,7,47,4,0
92,89,121,4,71,5,3,36,2,0
93,87,135,1,87,4,5,33,5,0
98,20,118,6,60,2,10,35,5,0
107,76,128,5,69,5,7,37,5,0
109,93,143,6,84,6,2,41,4,0
114,76,124,3,67,5,3,41,5,0
115,11,119,12,54,3,6,41,3,0
124,50,133,4,86,3,6,30,4,0
128,25,153,7,93,6,8,34,5,0
130,13,142,14,77,3,4,42,2,0
135,57,135,2,89,6,3,34,1,0
137,95,151,6,92,5,6,36,6,0
142,63,103,9,62,3,5,20,4,0
159,43,156,4,93,5,6,47,1,0
161,96,125,6,70,3,6,34,6,0
165,41,89,3,50,4,6,24,2,0
168,51,116,3,70,6,2,32,3,0
169,46,134,3,86,6,3,32,4,0
170,87,149,11,79,5,10,42,2,0
171,106,127,4,62,6,7,45,3,0
173,160,130,6,63,4,11,41,5,0
178,11,95,8,50,1,5,28,3,0
179,15,122,5,75,3,4,33,2,0
185,30,135,5,89,4,3,33,1,0
186,53,121,4,78,5,3,28,3,0
187,78,113,6,56,3,7,35,6,0
192,134,150,2,94,5,6,42,1,0
195,36,106,5,56,3,10,31,1,0
201,119,115,7,48,4,6,46,4,0
206,141,113,10,51,5,5,39,3,0
208,194,103,8,48,5,4,34,4,0
223,88,142,3,84,3,8,40,4,0
230,60,138,1,91,6,6,29,5,0
234,90,154,7,97,7,7,32,4,0
235,77,107,8,48,3,7,39,2,0
238,171,130,5,78,4,5,34,4,0
240,51,133,3,76,4,5,43,2,0
241,157,150,3,94,6,3,41,3,0
246,49,108,10,58,2,6,30,2,0
247,73,120,3,69,7,2,35,4,0
248,255,155,9,82,3,8,50,3,0
259,90,109,12,47,3,3,40,4,0
260,84,153,5,81,9,6,48,4,0
262,58,126,7,73,3,5,37,1,0
265,164,137,5,85,4,5,33,5,0
266,169,129,11,63,4,7,39,5,0
269,163,145,10,71,3,10,48,3,0
277,65,118,5,71,4,2,34,2,0
290,106,149,4,94,8,3,37,3,0
291,112,118,2,66,2,8,37,3,0
298,45,106,3,66,2,1,31,3,0
307,72,149,5,82,9,3,44,6,0
308,60,125,5,76,5,8,26,5,0
309,118,148,5,89,11,5,36,2,0
314,27,98,2,55,3,3,31,4,0
319,57,158,7,90,8,4,43,6,0
320,42,103,6,55,1,7,32,2,0
323,131,129,8,61,3,7,45,5,0
324,142,119,3,78,5,3,27,3,0
325,17,120,6,76,2,2,33,1,0
326,21,149,1,99,6,1,38,4,0
328,39,148,6,80,5,10,45,2,0
329,52,119,4,71,4,8,28,4,0
331,157,124,7,61,5,10,38,3,0
339,28,150,3,93,6,1,45,2,0
342,191,123,9,57,6,8,39,4,0
343,69,96,7,45,2,6,31,5,0
347,65,110,6,59,3,6,33,3,0
349,98,122,7,61,7,7,38,2,0
350,134,146,5,83,7,5,42,4,0
351,161,120,8,56,4,8,39,5,0
359,118,132,9,62,5,4,44,8,0
360,159,132,4,67,2,13,42,4,0
364,23,145,3,98,5,3,33,3,0
370,93,137,1,81,4,5,45,1,0
375,29,151,6,92,6,5,38,4,0
378,174,133,4,83,4,6,33,3,0
380,233,121,8,56,8,9,36,4,0
382,107,149,4,98,10,2,33,2,0
389,129,115,7,49,5,6,44,4,0
391,58,147,1,101,5,1,36,3,0
398,81,144,3,92,2,7,36,4,0
406,207,155,11,74,3,12,52,3,0
411,26,113,4,74,6,4,22,3,0
413,143,154,4,90,6,9,40,5,0
415,29,94,2,61,4,3,23,1,0
419,80,111,6,69,5,5,22,4,0
421,147,108,12,46,2,6,39,3,0
429,70,106,7,50,5,9,32,3,0
430,124,124,7,55,4,12,41,5,0
433,80,151,2,96,10,1,38,4,0
434,99,132,4,92,5,3,25,3,0
435,113,143,6,86,5,3,39,4,0
436,116,148,7,85,7,4,38,7,0
440,18,128,4,81,6,4,32,1,0
449,38,152,13,76,8,9,44,2,0
450,66,148,12,72,4,8,50,2,0
453,27,145,9,75,4,9,46,2,0
454,61,111,2,65,6,1,33,4,0
459,149,152,4,99,2,5,40,2,0
460,161,109,9,52,6,5,34,3,0
467,37,104,6,69,6,2,19,2,0
471,34,113,7,57,4,5,37,3,0
472,109,139,5,89,2,2,37,4,0
473,133,119,12,55,4,5,40,3,0
485,73,145,3,90,5,5,40,2,0
487,146,121,3,61,8,9,38,2,0
492,24,154,7,81,7,6,48,5,0
501,54,124,6,63,2,4,44,5,0
503,150,153,9,99,6,4,32,3,0
509,57,135,9,72,7,5,38,4,0
510,111,153,3,90,5,10,38,7,0
511,165,122,4,64,4,5,41,4,0
513,52,126,3,75,5,4,36,3,0
522,44,158,2,100,8,2,42,4,0
523,39,101,4,63,2,3,25,4,0
524,89,135,2,72,4,4,50,3,0
525,146,166,4,112,3,7,36,4,0
530,168,116,9,48,3,10,42,4,0
535,92,138,8,65,7,5,45,8,0
536,114,148,4,79,8,4,48,5,0
544,47,121,3,63,4,6,40,5,0
545,149,155,6,87,5,7,47,3,0
548,53,122,4,72,4,6,33,3,0
554,86,137,9,73,4,6,44,1,0
557,77,107,6,52,1,9,34,5,0
564,49,155,9,85,1,10,45,5,0
565,29,138,13,66,4,6,46,3,0
569,44,123,4,79,5,2,30,3,0
570,56,118,10,52,5,7,41,3,0
574,53,149,3,90,8,5,41,2,0
576,56,100,11,45,4,9,28,3,0
582,70,123,7,54,4,10,47,1,0
583,160,112,7,59,5,4,34,3,0
589,65,154,5,104,2,7,32,4,0
590,113,142,9,74,6,6,39,8,0
594,50,107,4,57,3,5,35,3,0
602,138,143,5,78,8,3,45,4,0
604,213,158,12,81,1,10,51,3,0
608,75,113,6,59,6,2,37,3,0
611,22,110,3,67,2,1,34,3,0
616,23,134,6,90,5,3,28,2,0
623,86,130,6,70,4,9,37,4,0
626,155,129,4,63,2,11,45,4,0
635,112,136,7,69,6,9,42,3,0
637,74,143,5,90,5,5,36,2,0
638,92,119,2,71,1,3,39,3,0
639,111,102,4,60,5,5,25,3,0
647,83,148,13,71,6,9,47,2,0
648,94,142,2,92,4,4,36,4,0
652,63,149,3,84,4,5,45,8,0
665,101,148,3,78,5,6,48,8,0
666,132,141,6,71,7,5,48,4,0
671,143,145,3,87,1,8,41,5,0
676,104,161,6,98,9,3,43,2,0
677,202,136,8,66,2,10,46,4,0
687,105,124,7,63,4,6,39,5,0
689,45,140,3,88,5,2,41,1,0
690,144,113,5,61,4,4,34,5,0
702,59,154,3,85,9,6,47,4,0
703,58,155,9,93,4,7,39,3,0
0,130,80,4,39,2,6,27,2,0
1,127,69,5,30,2,4,24,4,0
4,241,83,10,36,2,11,21,3,0
9,218,86,2,46,3,6,26,3,0
10,21,69,1,44,4,1,18,1,0
12,36,95,1,60,4,6,22,2,0
18,291,83,5,40,1,3,32,2,0
19,121,66,4,31,5,5,18,3,0
21,91,74,6,30,3,8,24,3,0
22,95,81,2,37,6,2,31,3,0
24,199,82,4,40,2,2,33,1,0
25,236,87,5,35,2,9,32,4,0
26,258,72,3,38,3,3,24,1,0
27,310,83,3,48,1,3,26,2,0
28,320,81,2,49,1,2,26,1,0
35,153,74,5,36,1,6,24,2,0
38,295,80,1,53,2,1,21,2,0
39,317,79,2,41,4,3,26,3,0
41,152,81,4,38,3,10,24,2,0
42,210,78,6,32,1,8,29,2,0
43,351,74,3,45,2,4,19,1,0
47,149,78,2,45,3,3,23,2,0
48,227,86,5,40,3,6,30,2,0
49,303,75,5,47,3,1,18,1,0
50,4,69,6,24,2,10,25,2,0
51,40,76,3,41,1,5,25,1,0
53,120,71,2,37,1,6,22,3,0
55,18,87,5,61,2,3,14,2,0
58,211,76,2,36,1,7,25,5,0
59,326,82,2,46,3,3,25,3,0
60,148,78,5,31,1,9,28,4,0
62,141,77,8,41,2,1,24,1,0
63,298,85,4,54,2,1,21,3,0
64,339,65,2,40,4,2,15,2,0
66,119,74,2,34,4,4,25,5,0
69,101,86,3,59,3,2,17,2,0
71,335,70,2,33,2,2,28,3,0
72,14,77,4,39,4,6,22,2,0
73,21,98,3,65,3,6,20,1,0
75,228,79,5,48,3,3,18,2,0
76,288,78,5,40,3,5,21,4,0
77,22,86,4,53,2,5,20,2,0
78,217,74,5,28,3,5,28,5,0
79,85,76,3,48,1,2,21,1,0
81,99,73,7,37,2,3,21,3,0
82,145,82,4,44,6,6,21,1,0
83,274,70,3,34,3,4,23,3,0
84,292,73,1,48,2,1,20,1,0
85,62,90,3,61,2,4,17,3,0
86,68,58,3,30,3,3,17,2,0
87,191,79,2,53,2,5,14,3,0
90,214,80,4,43,2,5,23,3,0
92,48,73,7,31,1,3,30,1,0
96,55,72,3,40,2,3,22,2,0
98,140,66,1,30,1,8,22,4,0
99,146,77,4,34,5,5,24,5,0
100,192,78,3,49,1,3,21,1,0
101,238,74,7,34,2,9,21,1,0
103,253,63,1,32,3,3,21,3,0
109,82,79,3,37,4,6,25,4,0
114,145,73,4,40,2,2,22,3,0
116,203,75,7,36,1,10,18,3,0
118,238,79,7,34,2,12,21,3,0
119,245,72,6,37,1,6,21,1,0
125,118,76,2,38,6,3,23,4,0
126,142,75,3,36,4,4,27,1,0
127,27,100,4,59,3,7,25,2,0
128,125,69,5,37,1,2,23,1,0
129,198,85,8,44,2,4,26,1,0
130,288,79,3,45,3,3,23,2,0
133,257,73,1,43,3,1,23,2,0
134,269,82,2,44,3,4,25,4,0
137,31,91,3,60,3,3,21,1,0
138,225,84,5,40,3,6,27,3,0
144,37,74,3,45,3,1,21,1,0
146,258,69,2,39,2,4,20,2,0
148,147,67,4,29,5,3,23,3,0
149,160,88,3,43,1,7,32,2,0
150,262,86,2,54,3,4,20,3,0
152,132,71,4,33,2,6,21,5,0
153,254,73,7,32,1,4,28,1,0
155,215,77,9,37,1,8,20,2,0
156,226,83,3,40,4,9,25,2,0
157,223,76,9,31,2,10,23,1,0
160,55,67,4,31,4,5,22,1,0
162,218,59,5,19,1,8,23,3,0
164,87,79,2,50,3,1,22,1,0
165,342,64,1,39,2,3,15,4,0
171,4,74,6,28,3,9,25,3,0
172,29,73,4,37,4,3,22,3,0
173,249,80,2,52,4,3,16,3,0
176,336,74,1,41,5,3,22,2,0
180,147,87,7,47,1,5,26,1,0
184,43,103,2,69,3,2,24,3,0
187,200,83,2,54,1,5,19,2,0
188,289,78,2,51,4,1,18,2,0
189,309,79,8,47,1,4,17,2,0
190,42,80,1,49,1,5,22,2,0
193,344,67,3,33,1,3,25,2,0
194,150,85,4,52,3,4,19,3,0
195,266,77,3,31,1,8,31,3,0
196,136,81,3,47,2,5,23,1,0
200,204,81,5,38,2,3,30,3,0
201,277,80,1,52,2,2,20,3,0
206,37,97,4,67,3,3,19,1,0
207,113,80,3,45,3,5,22,2,0
209,5,67,7,27,2,9,21,1,0
210,73,77,1,53,1,1,18,3,0
215,213,78,3,42,5,7,20,1,0
216,266,74,3,39,2,1,25,4,0
217,282,79,5,44,1,2,23,4,0
218,137,76,1,43,1,2,28,1,0
219,135,81,4,45,5,1,23,3,0
220,261,88,2,44,1,3,34,4,0
222,306,74,2,48,2,3,16,3,0
225,90,86,5,53,2,2,22,2,0
227,133,83,5,34,1,7,31,5,0
228,175,81,7,37,4,8,24,1,0
232,88,85,1,51,3,3,25,2,0
234,125,84,4,50,6,4,18,2,0
237,208,87,5,52,3,5,20,2,0
238,340,67,1,43,2,2,17,2,0
239,357,76,4,41,4,4,21,2,0
241,6,71,7,28,1,5,29,1,0
245,271,69,1,47,1,1,18,1,0
247,29,78,1,53,1,1,21,1,0
249,291,81,1,58,2,2,15,3,0
252,246,71,4,36,1,7,22,1,0
255,214,75,7,33,4,7,23,1,0
256,227,77,4,42,1,5,20,5,0
258,34,74,1,39,4,1,26,3,0
259,18,114,4,79,2,3,23,3,0
261,198,86,4,43,3,4,31,1,0
263,283,80,2,54,3,2,17,2,0
266,115,77,2,44,5,3,20,3,0
269,110,83,4,44,1,2,29,3,0
270,158,77,2,47,3,4,17,4,0
272,260,71,5,39,2,1,22,2,0
273,287,78,1,43,5,2,25,2,0
277,156,71,5,39,4,4,18,1,0
282,260,76,3,39,2,2,27,3,0
284,116,84,1,49,5,2,25,2,0
286,223,73,5,38,2,6,19,3,0
287,66,97,2,66,2,2,22,3,0
288,163,82,4,44,2,2,29,1,0
289,206,84,1,43,1,4,33,2,0
291,87,84,5,50,2,1,23,3,0
293,149,78,4,44,2,2,25,1,0
297,268,80,5,35,2,9,25,4,0
298,10,75,8,38,1,8,19,1,0
306,254,79,3,46,1,8,16,5,0
309,56,84,2,45,3,4,29,1,0
310,157,78,4,45,2,4,21,2,0
311,27,79,3,42,1,6,25,2,0
313,63,98,5,58,2,6,26,1,0
316,136,73,1,41,3,1,25,2,0
319,88,83,3,36,4,4,31,5,0
320,84,80,4,47,4,1,23,1,0
322,97,76,4,42,3,4,22,1,0
323,212,71,7,35,3,6,18,2,0
329,247,76,3,48,2,2,18,3,0
330,253,74,2,33,1,6,29,3,0
331,349,68,2,40,4,4,15,3,0
333,263,88,2,38,2,9,33,4,0
334,213,80,8,36,2,6,26,2,0
335,265,69,6,28,2,1,28,4,0
339,205,86,7,46,3,5,24,1,0
340,224,73,8,30,2,12,19,2,0
342,13,80,6,46,1,5,21,1,0
345,207,83,3,51,4,1,21,3,0
347,151,81,3,51,3,1,21,2,0
348,235,87,5,49,4,4,22,3,0
351,138,77,1,39,5,2,28,2,0
352,154,59,4,24,1,6,21,3,0
354,251,78,2,45,4,2,24,1,0
355,9,73,4,38,1,6,23,1,0
357,144,78,1,50,5,2,17,3,0
359,132,80,4,45,3,2,21,5,0
362,244,78,11,34,3,11,16,3,0
365,280,71,5,30,2,3,26,5,0
366,7,66,7,27,2,10,18,2,0
368,103,67,2,43,2,4,15,1,0
369,135,72,2,45,2,3,19,1,0
370,157,80,2,39,7,3,27,2,0
373,271,77,4,40,2,5,22,4,0
375,21,68,4,36,3,4,19,2,0
376,20,77,7,44,1,5,18,2,0
378,72,79,1,52,2,2,21,1,0
382,159,81,6,44,6,1,20,4,0
386,49,89,5,39,2,8,30,5,0
387,85,72,1,45,3,1,21,1,0
388,216,77,5,44,2,6,15,5,0
389,265,78,1,46,2,1,27,1,0
390,90,81,8,38,4,11,18,2,0
391,17,77,6,40,2,6,22,1,0
392,69,76,4,40,5,4,22,1,0
394,166,81,3,44,4,3,25,2,0
400,222,87,2,47,2,4,29,3,0
401,355,60,3,37,1,3,15,1,0
405,122,66,2,35,2,5,21,1,0
412,102,81,3,48,1,1,26,2,0
415,122,50,6,20,2,5,15,2,0
418,209,86,8,40,2,6,27,3,0
419,268,75,2,40,2,1,29,1,0
420,344,76,3,50,3,3,16,1,0
422,89,85,2,45,3,5,29,1,0
424,203,68,2,33,2,4,24,3,0
428,300,84,4,45,4,3,25,3,0
429,354,63,4,36,2,1,16,4,0
430,92,74,4,35,3,4,23,5,0
431,172,83,6,43,3,5,25,1,0
436,51,92,3,67,4,3,14,1,0
437,239,78,7,36,6,7,21,1,0
438,250,73,7,39,1,3,22,1,0
439,76,71,3,40,3,1,21,3,0
441,159,82,3,52,3,3,20,1,0
444,301,74,7,37,1,2,24,3,0
445,293,85,4,50,4,2,22,3,0
446,323,68,3,47,4,2,10,2,0
447,321,84,5,58,1,2,15,3,0
450,160,82,4,47,2,6,22,1,0
451,187,86,5,44,1,8,24,4,0
454,219,76,3,38,3,9,21,2,0
455,242,86,5,45,3,10,21,2,0
456,269,85,1,48,2,3,29,2,0
457,32,74,2,50,1,3,15,3,0
458,123,74,4,42,1,3,21,3,0
460,247,67,5,31,2,7,18,4,0
461,270,85,2,53,2,2,24,2,0
462,280,74,4,42,2,3,21,2,0
466,56,82,3,48,3,6,19,3,0
467,217,65,7,22,2,8,24,2,0
469,255,88,5,51,2,1,25,4,0
470,315,77,2,36,1,2,33,3,0
471,16,92,4,64,3,4,16,1,0
473,173,80,3,52,1,3,17,4,0
474,189,83,4,39,2,7,27,4,0
478,28,74,2,40,5,5,21,1,0
483,74,78,3,50,2,1,20,2,0
484,67,60,2,30,3,1,22,2,0
485,95,83,1,41,5,5,29,2,0
486,277,76,2,45,1,2,23,3,0
488,131,61,5,34,2,3,16,1,0
489,143,81,1,57,5,2,14,2,0
490,273,73,1,35,2,4,27,4,0
492,117,81,2,54,1,4,18,2,0
493,246,60,4,30,1,7,17,1,0
494,261,74,6,40,1,4,21,2,0
495,285,83,4,39,3,2,33,2,0
496,61,106,4,69,4,3,25,1,0
498,230,84,6,39,2,6,29,2,0
499,325,85,2,51,2,3,25,2,0
500,311,73,5,36,3,5,22,2,0
502,225,73,10,31,4,6,21,1,0
503,250,72,2,47,4,1,14,4,0
504,264,69,2,43,2,1,20,1,0
507,90,78,5,38,6,1,23,5,0
508,86,74,1,46,4,2,20,1,0
510,233,82,5,34,2,8,32,1,0
511,264,76,1,48,2,2,22,1,0
513,290,66,2,38,4,5,15,2,0
514,302,80,5,45,2,3,24,1,0
515,324,79,1,55,3,2,17,1,0
517,114,78,1,53,2,1,18,3,0
520,296,76,3,49,1,4,17,2,0
521,343,85,4,48,1,3,26,3,0
523,128,65,3,31,6,3,18,4,0
524,10,72,4,36,1,4,26,1,0
529,120,58,3,29,3,5,16,2,0
532,307,88,4,41,2,2,36,3,0
533,67,80,2,48,2,4,22,2,0
536,93,78,6,35,3,10,22,2,0
537,205,85,8,44,3,7,22,1,0
0,98,112,5,44,9,9,34,11,0
1,208,146,13,47,9,16,49,12,0
3,107,66,3,41,2,2,15,3,0
4,183,150,12,65,11,13,35,14,0
5,194,157,16,62,9,14,43,13,0
6,219,154,24,42,14,16,41,17,0
7,215,158,17,53,10,20,48,10,0
9,57,79,5,41,6,4,17,6,0
10,26,122,1,72,3,3,42,1,0
11,28,58,1,29,4,5,18,1,0
12,31,61,3,33,5,3,14,3,0
13,40,105,1,72,4,2,23,3,0
14,104,109,3,58,6,5,36,1,0
18,104,107,6,49,5,8,30,9,0
19,166,101,4,40,10,4,35,8,0
21,286,146,10,51,9,16,48,12,0
24,132,133,2,64,7,5,46,9,0
25,126,140,10,57,4,7,53,9,0
26,205,140,22,37,8,18,44,11,0
